ticker,verdict,mos,confidence,alpha_score,explainability,tensions,bull_case,bear_case,key_assumptions,changes_call,note,crosscheck_class,crosscheck_cause
MINDACORP,AVOID,-0.4257157246307754,high,58.8,Justified,,street consensus +8%,model reads the price 43% above fair value; 45x earnings vs sector-normal 24x,Rests on: sector-derived discount rate (AUTO); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
SUBROS,AVOID,-0.43013264865964534,medium,41.0,Justified,,street consensus +12%,model reads the price 43% above fair value,Rests on: sector-derived discount rate (CAPITAL_GOODS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap)
SAREGAMA,AVOID,-0.4301397035089612,high,39.2,Justified,,—,model reads the price 43% above fair value,Rests on: sector-derived discount rate (CONSUMER_DISC); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
FINEORG,AVOID,-0.4329346799141852,medium,55.2,Justified,,returns on equity of 16% evidence a real franchise,model reads the price 43% above fair value; 37x earnings vs sector-normal 26x,Rests on: sector-derived discount rate (CHEMICALS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
IRFC,AVOID,-0.4404631089285656,high,44.5,Justified,,—,model reads the price 44% above fair value; street -32%,Rests on: sector-derived discount rate (NBFC); statement-derived growth/margins; terminal book-multiple economics.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
BIKAJI,AVOID,-0.4405067903014638,high,58.2,Justified,,returns on equity of 16% evidence a real franchise,model reads the price 44% above fair value; 62x earnings vs sector-normal 42x,Rests on: sector-derived discount rate (CONSUMER); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap)
DEEPINDS,AVOID,-0.4432168944660585,medium,45.9,Weakly-justified,street sees +37% upside vs the avoid,street consensus +37%; TENSION: street sees +37% upside vs the avoid,model reads the price 44% above fair value; 17x earnings vs sector-normal 12x; thin 10% returns on equity,Rests on: sector-derived discount rate (ENERGY); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap)
MAPMYINDIA,AVOID,-0.44460673299298603,high,34.5,Weakly-justified,street sees +82% upside vs the avoid,street consensus +82%; TENSION: street sees +82% upside vs the avoid,model reads the price 44% above fair value; 48x earnings vs sector-normal 25x,Rests on: sector-derived discount rate (IT_SERVICES); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
FCL,AVOID,-0.4453621413398092,medium,46.4,Justified,,—,model reads the price 45% above fair value; 40x earnings vs sector-normal 26x; street -26%,Rests on: sector-derived discount rate (CHEMICALS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap)
SUNDRMFAST,AVOID,-0.44547980223107064,medium,51.4,Justified,,street consensus +10%,model reads the price 45% above fair value,Rests on: sector-derived discount rate (MANUFACTURING); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap)
FRACTAL,AVOID,-0.4462253217541903,medium,35.5,Justified,,—,model reads the price 45% above fair value; 50x earnings vs sector-normal 25x; thin 9% returns on equity,Rests on: sector-derived discount rate (IT_SERVICES); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
AADHARHFC,AVOID,-0.4463169830113931,high,68.1,Justified,,Alpha Score 68 (multi-factor support); street consensus +15%,model reads the price 45% above fair value,Rests on: sector-derived discount rate (NBFC); statement-derived growth/margins; terminal book-multiple economics.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
INDIGOPNTS,AVOID,-0.4473343515122842,medium,44.5,Justified,,street consensus +12%,model reads the price 45% above fair value; 35x earnings vs sector-normal 26x,Rests on: sector-derived discount rate (CHEMICALS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap)
SPLPETRO,AVOID,-0.44879751103537785,high,46.7,Justified,,street consensus +22%,model reads the price 45% above fair value; 39x earnings vs sector-normal 26x,Rests on: sector-derived discount rate (CHEMICALS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap)
GLENMARK,AVOID,-0.4495561913491052,high,59.2,Justified,,—,model reads the price 45% above fair value; 46x earnings vs sector-normal 30x,Rests on: sector-derived discount rate (PHARMA); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
GREENPLY,AVOID,-0.45027562401730503,medium,46.0,Justified,,street consensus +11%,model reads the price 45% above fair value; 44x earnings vs sector-normal 28x,Rests on: sector-derived discount rate (MANUFACTURING); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class)
AIAENG,AVOID,-0.4503072035801359,high,62.2,Justified,,returns on equity of 16% evidence a real franchise,model reads the price 45% above fair value,Rests on: sector-derived discount rate (CAPITAL_GOODS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap)
BASF,AVOID,-0.4507323494567467,medium,41.5,Justified,,street consensus +11%,model reads the price 45% above fair value; 39x earnings vs sector-normal 26x,Rests on: sector-derived discount rate (CHEMICALS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap)
TEGA,AVOID,-0.4529718944718119,high,45.2,Justified,,street consensus +23%,model reads the price 45% above fair value; 79x earnings vs sector-normal 32x; thin 4% returns on equity,Rests on: sector-derived discount rate (CAPITAL_GOODS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Engine-should-have-abstained,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
TATASTEEL,AVOID,-0.45395933711246267,high,63.5,Justified,,street consensus +21%,model reads the price 45% above fair value; 21x earnings vs sector-normal 11x,Rests on: sector-derived discount rate (METAL); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class)
ENDURANCE,AVOID,-0.4565779082128535,high,49.5,Justified,,street consensus +6%,model reads the price 46% above fair value; 40x earnings vs sector-normal 24x,Rests on: sector-derived discount rate (AUTO); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap)
ULTRACEMCO,AVOID,-0.458445492548071,high,51.7,Justified,,street consensus +16%,model reads the price 46% above fair value; 42x earnings vs sector-normal 24x,Rests on: sector-derived discount rate (CEMENT); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
KAJARIACER,AVOID,-0.4593977395952365,high,53.5,Justified,,returns on equity of 16% evidence a real franchise; street consensus +6%,model reads the price 46% above fair value,Rests on: sector-derived discount rate (CONSUMER_DISC); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap)
KIRLOSBROS,AVOID,-0.46216412871332574,medium,43.3,Justified,,—,model reads the price 46% above fair value,Rests on: sector-derived discount rate (CAPITAL_GOODS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap)
CONCOR,AVOID,-0.4642559158437171,high,40.4,Justified,,street consensus +9%,model reads the price 46% above fair value; thin 9% returns on equity,Rests on: sector-derived discount rate (MANUFACTURING); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap)
MANINFRA,AVOID,-0.4664018081261914,medium,35.3,Justified,,—,model reads the price 47% above fair value; 20x earnings vs sector-normal 15x; thin 9% returns on equity,Rests on: sector-derived discount rate (CONSTRUCTION); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
UJJIVANSFB,AVOID,-0.46949896305922956,medium,53.3,Justified,,street consensus +14%,model reads the price 47% above fair value,Rests on: sector-derived discount rate (BANK); statement-derived growth/margins; terminal book-multiple economics.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
